"","year","state","Type","n()"
"736",2018,"Idaho","Storm",26
"737",2018,"Illinois","Cold",752
"738",2018,"Illinois","Fog",6651
"739",2018,"Illinois","Hail",13
"740",2018,"Illinois","Precipitation",322
"741",2018,"Illinois","Rain",31241
"742",2018,"Illinois","Snow",5666
"743",2018,"Illinois","Storm",39
"744",2018,"Indiana","Cold",687
"745",2018,"Indiana","Fog",4582
"746",2018,"Indiana","Hail",7
"747",2018,"Indiana","Precipitation",103
"748",2018,"Indiana","Rain",14566
"749",2018,"Indiana","Snow",3925
"750",2018,"Indiana","Storm",34
"751",2018,"Iowa","Cold",1682
"752",2018,"Iowa","Fog",7707
"753",2018,"Iowa","Hail",16
"754",2018,"Iowa","Precipitation",554
"755",2018,"Iowa","Rain",21793
"756",2018,"Iowa","Snow",8290
"757",2018,"Iowa","Storm",153
"758",2018,"Kansas","Cold",531
"759",2018,"Kansas","Fog",2652
"760",2018,"Kansas","Hail",25
"761",2018,"Kansas","Precipitation",200
"762",2018,"Kansas","Rain",12604
"763",2018,"Kansas","Snow",1835
"764",2018,"Kansas","Storm",304
"765",2018,"Kentucky","Cold",174
"766",2018,"Kentucky","Fog",2499
"767",2018,"Kentucky","Hail",22
"768",2018,"Kentucky","Precipitation",309
"769",2018,"Kentucky","Rain",15826
"770",2018,"Kentucky","Snow",2013
"771",2018,"Kentucky","Storm",15
"772",2018,"Louisiana","Cold",590
"773",2018,"Louisiana","Fog",7075
"774",2018,"Louisiana","Hail",6
"775",2018,"Louisiana","Precipitation",541
"776",2018,"Louisiana","Rain",27765
"777",2018,"Louisiana","Snow",163
"778",2018,"Louisiana","Storm",24
"779",2018,"Maine","Cold",365
"780",2018,"Maine","Fog",3124
"781",2018,"Maine","Hail",12
"782",2018,"Maine","Precipitation",67
"783",2018,"Maine","Rain",6876
"784",2018,"Maine","Snow",3769
"785",2018,"Maine","Storm",3
"786",2018,"Maryland","Cold",402
"787",2018,"Maryland","Fog",2476
"788",2018,"Maryland","Hail",26
"789",2018,"Maryland","Precipitation",241
"790",2018,"Maryland","Rain",9425
"791",2018,"Maryland","Snow",658
"792",2018,"Maryland","Storm",49
"793",2018,"Massachusetts","Cold",365
"794",2018,"Massachusetts","Fog",3448
"795",2018,"Massachusetts","Hail",13
"796",2018,"Massachusetts","Precipitation",111
"797",2018,"Massachusetts","Rain",12383
"798",2018,"Massachusetts","Snow",2630
"799",2018,"Massachusetts","Storm",59
"800",2018,"Michigan","Cold",575
"801",2018,"Michigan","Fog",11255
"802",2018,"Michigan","Hail",193
"803",2018,"Michigan","Precipitation",213
"804",2018,"Michigan","Rain",28272
"805",2018,"Michigan","Snow",18928
"806",2018,"Michigan","Storm",36
"807",2018,"Minnesota","Cold",3289
"808",2018,"Minnesota","Fog",12775
"809",2018,"Minnesota","Hail",13
"810",2018,"Minnesota","Precipitation",318
"811",2018,"Minnesota","Rain",30618
"812",2018,"Minnesota","Snow",20109
"813",2018,"Minnesota","Storm",110
"814",2018,"Mississippi","Cold",1828
"815",2018,"Mississippi","Fog",5558
"816",2018,"Mississippi","Precipitation",219
"817",2018,"Mississippi","Rain",14721
"818",2018,"Mississippi","Snow",167
"819",2018,"Mississippi","Storm",10
"820",2018,"Missouri","Cold",173
"821",2018,"Missouri","Fog",3297
"822",2018,"Missouri","Hail",31
"823",2018,"Missouri","Precipitation",173
"824",2018,"Missouri","Rain",13880
"825",2018,"Missouri","Snow",1950
"826",2018,"Missouri","Storm",13
"827",2018,"Montana","Cold",466
"828",2018,"Montana","Fog",3771
"829",2018,"Montana","Hail",8
"830",2018,"Montana","Precipitation",51
"831",2018,"Montana","Rain",5355
"832",2018,"Montana","Snow",6566
"833",2018,"Montana","Storm",216
"834",2018,"Nebraska","Cold",336
"835",2018,"Nebraska","Fog",3218
"836",2018,"Nebraska","Hail",18
"837",2018,"Nebraska","Precipitation",128
"838",2018,"Nebraska","Rain",14767
"839",2018,"Nebraska","Snow",5399
"840",2018,"Nebraska","Storm",309
"841",2018,"Nevada","Cold",202
"842",2018,"Nevada","Fog",822
"843",2018,"Nevada","Hail",3
"844",2018,"Nevada","Precipitation",21
"845",2018,"Nevada","Rain",2564
"846",2018,"Nevada","Snow",1283
"847",2018,"Nevada","Storm",79
"848",2018,"New Hampshire","Cold",72
"849",2018,"New Hampshire","Fog",2635
"850",2018,"New Hampshire","Hail",21
"851",2018,"New Hampshire","Precipitation",43
"852",2018,"New Hampshire","Rain",5803
"853",2018,"New Hampshire","Snow",2602
"854",2018,"New Hampshire","Storm",349
"855",2018,"New Jersey","Cold",333
"856",2018,"New Jersey","Fog",1823
"857",2018,"New Jersey","Hail",19
"858",2018,"New Jersey","Precipitation",114
"859",2018,"New Jersey","Rain",9388
"860",2018,"New Jersey","Snow",1073
"861",2018,"New Jersey","Storm",12
"862",2018,"New Mexico","Cold",220
"863",2018,"New Mexico","Fog",1904
"864",2018,"New Mexico","Hail",8
"865",2018,"New Mexico","Precipitation",47
"866",2018,"New Mexico","Rain",8086
"867",2018,"New Mexico","Snow",1504
"868",2018,"New Mexico","Storm",364
"869",2018,"New York","Cold",376
"870",2018,"New York","Fog",5364
"871",2018,"New York","Hail",58
"872",2018,"New York","Precipitation",912
"873",2018,"New York","Rain",20000
"874",2018,"New York","Snow",8247
"875",2018,"New York","Storm",44
"876",2018,"North Carolina","Cold",814
"877",2018,"North Carolina","Fog",8218
"878",2018,"North Carolina","Hail",22
"879",2018,"North Carolina","Precipitation",587
"880",2018,"North Carolina","Rain",43980
"881",2018,"North Carolina","Snow",1679
"882",2018,"North Carolina","Storm",111
"883",2018,"North Dakota","Cold",5570
"884",2018,"North Dakota","Fog",6773
"885",2018,"North Dakota","Hail",13
"886",2018,"North Dakota","Precipitation",51
"887",2018,"North Dakota","Rain",5662
"888",2018,"North Dakota","Snow",7995
"889",2018,"North Dakota","Storm",104
"890",2018,"Ohio","Cold",476
"891",2018,"Ohio","Fog",4911
"892",2018,"Ohio","Hail",26
"893",2018,"Ohio","Precipitation",233
"894",2018,"Ohio","Rain",21282
"895",2018,"Ohio","Snow",5948
"896",2018,"Ohio","Storm",22
"897",2018,"Oklahoma","Cold",585
"898",2018,"Oklahoma","Fog",4905
"899",2018,"Oklahoma","Hail",22
"900",2018,"Oklahoma","Precipitation",297
"901",2018,"Oklahoma","Rain",20084
"902",2018,"Oklahoma","Snow",731
"903",2018,"Oklahoma","Storm",249
"904",2018,"Oregon","Cold",223
"905",2018,"Oregon","Fog",6128
"906",2018,"Oregon","Hail",1
"907",2018,"Oregon","Precipitation",26
"908",2018,"Oregon","Rain",15308
"909",2018,"Oregon","Snow",2013
"910",2018,"Oregon","Storm",27
"911",2018,"Pennsylvania","Cold",635
"912",2018,"Pennsylvania","Fog",6447
"913",2018,"Pennsylvania","Hail",22
"914",2018,"Pennsylvania","Precipitation",250
"915",2018,"Pennsylvania","Rain",21863
"916",2018,"Pennsylvania","Snow",5747
"917",2018,"Pennsylvania","Storm",27
"918",2018,"Rhode Island","Cold",39
"919",2018,"Rhode Island","Fog",855
"920",2018,"Rhode Island","Hail",5
"921",2018,"Rhode Island","Precipitation",12
"922",2018,"Rhode Island","Rain",2934
"923",2018,"Rhode Island","Snow",449
"924",2018,"Rhode Island","Storm",15
"925",2018,"South Carolina","Cold",418
"926",2018,"South Carolina","Fog",8596
"927",2018,"South Carolina","Hail",2
"928",2018,"South Carolina","Precipitation",263
"929",2018,"South Carolina","Rain",25535
"930",2018,"South Carolina","Snow",239
"931",2018,"South Carolina","Storm",11
"932",2018,"South Dakota","Cold",325
"933",2018,"South Dakota","Fog",2466
"934",2018,"South Dakota","Hail",14
"935",2018,"South Dakota","Precipitation",128
"936",2018,"South Dakota","Rain",6459
"937",2018,"South Dakota","Snow",4388
"938",2018,"South Dakota","Storm",248
"939",2018,"Tennessee","Cold",157
"940",2018,"Tennessee","Fog",2768
"941",2018,"Tennessee","Hail",15
"942",2018,"Tennessee","Precipitation",520
"943",2018,"Tennessee","Rain",7657
"944",2018,"Tennessee","Snow",476
"945",2018,"Tennessee","Storm",6
"946",2018,"Texas","Cold",3114
"947",2018,"Texas","Fog",17579
"948",2018,"Texas","Hail",39
"949",2018,"Texas","Precipitation",1367
"950",2018,"Texas","Rain",73082
"951",2018,"Texas","Snow",984
"952",2018,"Texas","Storm",552
"953",2018,"Utah","Cold",124
"954",2018,"Utah","Fog",1237
"955",2018,"Utah","Hail",7
"956",2018,"Utah","Precipitation",13
"957",2018,"Utah","Rain",2639
"958",2018,"Utah","Snow",1542
"959",2018,"Utah","Storm",179
"960",2018,"Vermont","Cold",120
"961",2018,"Vermont","Fog",1537
"962",2018,"Vermont","Hail",7
"963",2018,"Vermont","Precipitation",58
"964",2018,"Vermont","Rain",4793
"965",2018,"Vermont","Snow",2953
"966",2018,"Vermont","Storm",1
"967",2018,"Virginia","Cold",957
"968",2018,"Virginia","Fog",6821
"969",2018,"Virginia","Hail",22
"970",2018,"Virginia","Precipitation",493
"971",2018,"Virginia","Rain",34261
"972",2018,"Virginia","Snow",2776
"973",2018,"Virginia","Storm",94
"974",2018,"Washington","Cold",226
"975",2018,"Washington","Fog",7629
"976",2018,"Washington","Hail",11
"977",2018,"Washington","Precipitation",91
"978",2018,"Washington","Rain",19969
"979",2018,"Washington","Snow",2680
"980",2018,"Washington","Storm",36
"981",2018,"West Virginia","Cold",467
"982",2018,"West Virginia","Fog",3158
"983",2018,"West Virginia","Hail",9
"984",2018,"West Virginia","Precipitation",112
"985",2018,"West Virginia","Rain",10367
"986",2018,"West Virginia","Snow",2579
"987",2018,"West Virginia","Storm",4
"988",2018,"Wisconsin","Cold",925
"989",2018,"Wisconsin","Fog",8637
"990",2018,"Wisconsin","Hail",26
"991",2018,"Wisconsin","Precipitation",430
"992",2018,"Wisconsin","Rain",23881
"993",2018,"Wisconsin","Snow",12253
"994",2018,"Wisconsin","Storm",17
"995",2018,"Wyoming","Cold",755
"996",2018,"Wyoming","Fog",3997
"997",2018,"Wyoming","Hail",13
"998",2018,"Wyoming","Precipitation",121
"999",2018,"Wyoming","Rain",10613
"1000",2018,"Wyoming","Snow",10481
"1001",2018,"Wyoming","Storm",851
"1002",2019,"Alabama","Cold",427
"1003",2019,"Alabama","Fog",5800
"1004",2019,"Alabama","Hail",5
"1005",2019,"Alabama","Precipitation",946
"1006",2019,"Alabama","Rain",19674
"1007",2019,"Alabama","Snow",148
"1008",2019,"Alabama","Storm",12
"1009",2019,"Arizona","Cold",297
"1010",2019,"Arizona","Fog",1882
"1011",2019,"Arizona","Hail",4
"1012",2019,"Arizona","Precipitation",99
"1013",2019,"Arizona","Rain",6251
"1014",2019,"Arizona","Snow",2049
"1015",2019,"Arizona","Storm",136
"1016",2019,"Arkansas","Cold",477
"1017",2019,"Arkansas","Fog",6369
"1018",2019,"Arkansas","Hail",3
"1019",2019,"Arkansas","Precipitation",1102
"1020",2019,"Arkansas","Rain",16987
"1021",2019,"Arkansas","Snow",462
"1022",2019,"Arkansas","Storm",27
"1023",2019,"California","Cold",2156
"1024",2019,"California","Fog",23607
"1025",2019,"California","Hail",6
"1026",2019,"California","Precipitation",484
"1027",2019,"California","Rain",30406
"1028",2019,"California","Snow",3101
"1029",2019,"California","Storm",395
"1030",2019,"Colorado","Cold",756
"1031",2019,"Colorado","Fog",5735
"1032",2019,"Colorado","Hail",8
"1033",2019,"Colorado","Precipitation",214
"1034",2019,"Colorado","Rain",10824
"1035",2019,"Colorado","Snow",11855
"1036",2019,"Colorado","Storm",1020
"1037",2019,"Connecticut","Cold",28
"1038",2019,"Connecticut","Fog",1841
"1039",2019,"Connecticut","Hail",14
"1040",2019,"Connecticut","Precipitation",145
"1041",2019,"Connecticut","Rain",4853
"1042",2019,"Connecticut","Snow",848
"1043",2019,"Connecticut","Storm",4
"1044",2019,"Delaware","Cold",32
"1045",2019,"Delaware","Fog",353
"1046",2019,"Delaware","Hail",3
"1047",2019,"Delaware","Precipitation",66
"1048",2019,"Delaware","Rain",1748
"1049",2019,"Delaware","Snow",142
"1050",2019,"Delaware","Storm",6
"1051",2019,"Florida","Cold",1537
"1052",2019,"Florida","Fog",10226
"1053",2019,"Florida","Precipitation",2941
"1054",2019,"Florida","Rain",36832
"1055",2019,"Florida","Snow",5
"1056",2019,"Florida","Storm",75
"1057",2019,"Georgia","Cold",1040
"1058",2019,"Georgia","Fog",9359
"1059",2019,"Georgia","Hail",1
"1060",2019,"Georgia","Precipitation",718
"1061",2019,"Georgia","Rain",26574
"1062",2019,"Georgia","Snow",131
"1063",2019,"Georgia","Storm",13
"1064",2019,"Idaho","Cold",207
"1065",2019,"Idaho","Fog",3361
"1066",2019,"Idaho","Hail",1
"1067",2019,"Idaho","Precipitation",43
"1068",2019,"Idaho","Rain",5518
"1069",2019,"Idaho","Snow",5073
"1070",2019,"Idaho","Storm",37
"1071",2019,"Illinois","Cold",694
"1072",2019,"Illinois","Fog",8560
"1073",2019,"Illinois","Hail",14
"1074",2019,"Illinois","Precipitation",1533
"1075",2019,"Illinois","Rain",28487
"1076",2019,"Illinois","Snow",4968
"1077",2019,"Illinois","Storm",205
"1078",2019,"Indiana","Cold",1212
"1079",2019,"Indiana","Fog",4800
"1080",2019,"Indiana","Hail",6
"1081",2019,"Indiana","Precipitation",449
"1082",2019,"Indiana","Rain",13591
"1083",2019,"Indiana","Snow",3510
"1084",2019,"Indiana","Storm",116
"1085",2019,"Iowa","Cold",1195
"1086",2019,"Iowa","Fog",11344
"1087",2019,"Iowa","Hail",9
"1088",2019,"Iowa","Precipitation",819
"1089",2019,"Iowa","Rain",19953
"1090",2019,"Iowa","Snow",8110
"1091",2019,"Iowa","Storm",284
"1092",2019,"Kansas","Cold",192
"1093",2019,"Kansas","Fog",4644
"1094",2019,"Kansas","Hail",17
"1095",2019,"Kansas","Precipitation",1381
"1096",2019,"Kansas","Rain",11804
"1097",2019,"Kansas","Snow",2359
"1098",2019,"Kansas","Storm",297
"1099",2019,"Kentucky","Cold",219
"1100",2019,"Kentucky","Fog",3210
"1101",2019,"Kentucky","Hail",21
"1102",2019,"Kentucky","Precipitation",643
"1103",2019,"Kentucky","Rain",14389
"1104",2019,"Kentucky","Snow",1187
"1105",2019,"Kentucky","Storm",14
"1106",2019,"Louisiana","Cold",613
"1107",2019,"Louisiana","Fog",8150
"1108",2019,"Louisiana","Hail",8
"1109",2019,"Louisiana","Precipitation",1535
"1110",2019,"Louisiana","Rain",20457
"1111",2019,"Louisiana","Snow",33
"1112",2019,"Louisiana","Storm",42
"1113",2019,"Maine","Cold",150
"1114",2019,"Maine","Fog",3902
"1115",2019,"Maine","Hail",4
"1116",2019,"Maine","Precipitation",118
"1117",2019,"Maine","Rain",7198
"1118",2019,"Maine","Snow",3847
"1119",2019,"Maine","Storm",12
"1120",2019,"Maryland","Cold",404
"1121",2019,"Maryland","Fog",2478
"1122",2019,"Maryland","Hail",11
"1123",2019,"Maryland","Precipitation",230
"1124",2019,"Maryland","Rain",6550
"1125",2019,"Maryland","Snow",764
"1126",2019,"Maryland","Storm",40
"1127",2019,"Massachusetts","Cold",185
"1128",2019,"Massachusetts","Fog",5838
"1129",2019,"Massachusetts","Hail",23
"1130",2019,"Massachusetts","Precipitation",257
"1131",2019,"Massachusetts","Rain",11586
"1132",2019,"Massachusetts","Snow",2560
"1133",2019,"Massachusetts","Storm",53
"1134",2019,"Michigan","Cold",977
"1135",2019,"Michigan","Fog",15710
"1136",2019,"Michigan","Hail",89
"1137",2019,"Michigan","Precipitation",597
"1138",2019,"Michigan","Rain",30251
"1139",2019,"Michigan","Snow",20707
"1140",2019,"Michigan","Storm",83
"1141",2019,"Minnesota","Cold",4224
"1142",2019,"Minnesota","Fog",17385
"1143",2019,"Minnesota","Hail",6
"1144",2019,"Minnesota","Precipitation",1100
"1145",2019,"Minnesota","Rain",29474
"1146",2019,"Minnesota","Snow",20823
"1147",2019,"Minnesota","Storm",270
"1148",2019,"Mississippi","Cold",522
"1149",2019,"Mississippi","Fog",5708
"1150",2019,"Mississippi","Hail",1
"1151",2019,"Mississippi","Precipitation",801
"1152",2019,"Mississippi","Rain",14375
"1153",2019,"Mississippi","Snow",121
"1154",2019,"Mississippi","Storm",10
"1155",2019,"Missouri","Cold",442
"1156",2019,"Missouri","Fog",4380
"1157",2019,"Missouri","Hail",29
"1158",2019,"Missouri","Precipitation",1081
"1159",2019,"Missouri","Rain",13138
"1160",2019,"Missouri","Snow",2024
"1161",2019,"Missouri","Storm",29
"1162",2019,"Montana","Cold",585
"1163",2019,"Montana","Fog",3760
"1164",2019,"Montana","Hail",4
"1165",2019,"Montana","Precipitation",159
"1166",2019,"Montana","Rain",5406
"1167",2019,"Montana","Snow",6083
"1168",2019,"Montana","Storm",307
"1169",2019,"Nebraska","Cold",553
"1170",2019,"Nebraska","Fog",4894
"1171",2019,"Nebraska","Hail",11
"1172",2019,"Nebraska","Precipitation",894
"1173",2019,"Nebraska","Rain",12709
"1174",2019,"Nebraska","Snow",5495
"1175",2019,"Nebraska","Storm",474
"1176",2019,"Nevada","Cold",248
"1177",2019,"Nevada","Fog",824
"1178",2019,"Nevada","Hail",1
"1179",2019,"Nevada","Precipitation",36
"1180",2019,"Nevada","Rain",3210
"1181",2019,"Nevada","Snow",1967
"1182",2019,"Nevada","Storm",58
"1183",2019,"New Hampshire","Cold",69
"1184",2019,"New Hampshire","Fog",3403
"1185",2019,"New Hampshire","Hail",10
"1186",2019,"New Hampshire","Precipitation",110
"1187",2019,"New Hampshire","Rain",5325
"1188",2019,"New Hampshire","Snow",2803
"1189",2019,"New Hampshire","Storm",395
"1190",2019,"New Jersey","Cold",727
"1191",2019,"New Jersey","Fog",2767
"1192",2019,"New Jersey","Hail",19
"1193",2019,"New Jersey","Precipitation",300
"1194",2019,"New Jersey","Rain",7995
"1195",2019,"New Jersey","Snow",980
"1196",2019,"New Jersey","Storm",25
"1197",2019,"New Mexico","Cold",338
"1198",2019,"New Mexico","Fog",2599
"1199",2019,"New Mexico","Hail",2
"1200",2019,"New Mexico","Precipitation",192
"1201",2019,"New Mexico","Rain",7142
"1202",2019,"New Mexico","Snow",2677
"1203",2019,"New Mexico","Storm",611
"1204",2019,"New York","Cold",328
"1205",2019,"New York","Fog",6788
"1206",2019,"New York","Hail",48
"1207",2019,"New York","Precipitation",569
"1208",2019,"New York","Rain",17711
"1209",2019,"New York","Snow",7594
"1210",2019,"New York","Storm",80
"1211",2019,"North Carolina","Cold",533
"1212",2019,"North Carolina","Fog",10573
"1213",2019,"North Carolina","Hail",20
"1214",2019,"North Carolina","Precipitation",1023
"1215",2019,"North Carolina","Rain",37425
"1216",2019,"North Carolina","Snow",431
"1217",2019,"North Carolina","Storm",139
"1218",2019,"North Dakota","Cold",2900
"1219",2019,"North Dakota","Fog",9476
"1220",2019,"North Dakota","Hail",3
"1221",2019,"North Dakota","Precipitation",156
"1222",2019,"North Dakota","Rain",7106
"1223",2019,"North Dakota","Snow",8763
"1224",2019,"North Dakota","Storm",295
"1225",2019,"Ohio","Cold",1175
"1226",2019,"Ohio","Fog",6958
"1227",2019,"Ohio","Hail",17
"1228",2019,"Ohio","Precipitation",740
"1229",2019,"Ohio","Rain",17957
"1230",2019,"Ohio","Snow",5176
"1231",2019,"Ohio","Storm",152
"1232",2019,"Oklahoma","Cold",1218
"1233",2019,"Oklahoma","Fog",7135
"1234",2019,"Oklahoma","Hail",22
"1235",2019,"Oklahoma","Precipitation",1442
"1236",2019,"Oklahoma","Rain",17883
"1237",2019,"Oklahoma","Snow",1300
"1238",2019,"Oklahoma","Storm",277
"1239",2019,"Oregon","Cold",156
"1240",2019,"Oregon","Fog",6829
"1241",2019,"Oregon","Hail",5
"1242",2019,"Oregon","Precipitation",55
"1243",2019,"Oregon","Rain",14645
"1244",2019,"Oregon","Snow",2660
"1245",2019,"Oregon","Storm",27
"1246",2019,"Pennsylvania","Cold",220
"1247",2019,"Pennsylvania","Fog",8243
"1248",2019,"Pennsylvania","Hail",14
"1249",2019,"Pennsylvania","Precipitation",675
"1250",2019,"Pennsylvania","Rain",17710
"1251",2019,"Pennsylvania","Snow",4890
"1252",2019,"Pennsylvania","Storm",41
"1253",2019,"Rhode Island","Cold",44
"1254",2019,"Rhode Island","Fog",983
"1255",2019,"Rhode Island","Hail",7
"1256",2019,"Rhode Island","Precipitation",56
"1257",2019,"Rhode Island","Rain",2641
"1258",2019,"Rhode Island","Snow",437
"1259",2019,"Rhode Island","Storm",5
"1260",2019,"South Carolina","Cold",298
"1261",2019,"South Carolina","Fog",7695
"1262",2019,"South Carolina","Precipitation",629
"1263",2019,"South Carolina","Rain",18934
"1264",2019,"South Carolina","Snow",80
"1265",2019,"South Carolina","Storm",37
"1266",2019,"South Dakota","Cold",327
"1267",2019,"South Dakota","Fog",4255
"1268",2019,"South Dakota","Hail",6
"1269",2019,"South Dakota","Precipitation",429
"1270",2019,"South Dakota","Rain",7567
"1271",2019,"South Dakota","Snow",5682
"1272",2019,"South Dakota","Storm",467
"1273",2019,"Tennessee","Cold",64
"1274",2019,"Tennessee","Fog",3520
"1275",2019,"Tennessee","Hail",5
"1276",2019,"Tennessee","Precipitation",661
"1277",2019,"Tennessee","Rain",8233
"1278",2019,"Tennessee","Snow",241
"1279",2019,"Tennessee","Storm",26
"1280",2019,"Texas","Cold",3259
"1281",2019,"Texas","Fog",23386
"1282",2019,"Texas","Hail",41
"1283",2019,"Texas","Precipitation",3943
"1284",2019,"Texas","Rain",48596
"1285",2019,"Texas","Snow",1055
"1286",2019,"Texas","Storm",704
"1287",2019,"Utah","Cold",109
"1288",2019,"Utah","Fog",1499
"1289",2019,"Utah","Hail",13
"1290",2019,"Utah","Precipitation",27
"1291",2019,"Utah","Rain",3710
"1292",2019,"Utah","Snow",2783
"1293",2019,"Utah","Storm",115
"1294",2019,"Vermont","Cold",88
"1295",2019,"Vermont","Fog",1670
"1296",2019,"Vermont","Hail",1
"1297",2019,"Vermont","Precipitation",129
"1298",2019,"Vermont","Rain",3885
"1299",2019,"Vermont","Snow",2690
"1300",2019,"Vermont","Storm",1
"1301",2019,"Virginia","Cold",1065
"1302",2019,"Virginia","Fog",7236
"1303",2019,"Virginia","Hail",20
"1304",2019,"Virginia","Precipitation",997
"1305",2019,"Virginia","Rain",24678
"1306",2019,"Virginia","Snow",1865
"1307",2019,"Virginia","Storm",43
"1308",2019,"Washington","Cold",350
"1309",2019,"Washington","Fog",10060
"1310",2019,"Washington","Hail",8
"1311",2019,"Washington","Precipitation",70
"1312",2019,"Washington","Rain",16307
"1313",2019,"Washington","Snow",3451
"1314",2019,"Washington","Storm",27
"1315",2019,"West Virginia","Cold",262
"1316",2019,"West Virginia","Fog",3580
"1317",2019,"West Virginia","Hail",6
"1318",2019,"West Virginia","Precipitation",229
"1319",2019,"West Virginia","Rain",8008
"1320",2019,"West Virginia","Snow",2100
"1321",2019,"West Virginia","Storm",11
"1322",2019,"Wisconsin","Cold",1507
"1323",2019,"Wisconsin","Fog",12788
"1324",2019,"Wisconsin","Hail",18
"1325",2019,"Wisconsin","Precipitation",1046
"1326",2019,"Wisconsin","Rain",24354
"1327",2019,"Wisconsin","Snow",12612
"1328",2019,"Wisconsin","Storm",62
"1329",2019,"Wyoming","Cold",922
"1330",2019,"Wyoming","Fog",5197
"1331",2019,"Wyoming","Precipitation",176
"1332",2019,"Wyoming","Rain",9427
"1333",2019,"Wyoming","Snow",12813
"1334",2019,"Wyoming","Storm",715
"1335",2020,"Alabama","Cold",770
"1336",2020,"Alabama","Fog",6750
"1337",2020,"Alabama","Precipitation",1287
"1338",2020,"Alabama","Rain",20677
"1339",2020,"Alabama","Snow",113
"1340",2020,"Alabama","Storm",46
"1341",2020,"Arizona","Cold",1059
"1342",2020,"Arizona","Fog",2261
"1343",2020,"Arizona","Precipitation",39
"1344",2020,"Arizona","Rain",3133
"1345",2020,"Arizona","Snow",755
"1346",2020,"Arizona","Storm",77
"1347",2020,"Arkansas","Cold",224
"1348",2020,"Arkansas","Fog",7102
"1349",2020,"Arkansas","Precipitation",1111
"1350",2020,"Arkansas","Rain",16900
"1351",2020,"Arkansas","Snow",442
"1352",2020,"Arkansas","Storm",30
"1353",2020,"California","Cold",2253
"1354",2020,"California","Fog",32562
"1355",2020,"California","Precipitation",142
"1356",2020,"California","Rain",14902
"1357",2020,"California","Snow",1586
"1358",2020,"California","Storm",293
"1359",2020,"Colorado","Cold",689
"1360",2020,"Colorado","Fog",3924
"1361",2020,"Colorado","Precipitation",151
"1362",2020,"Colorado","Rain",6721
"1363",2020,"Colorado","Snow",8664
"1364",2020,"Colorado","Storm",517
"1365",2020,"Connecticut","Cold",457
"1366",2020,"Connecticut","Fog",2000
"1367",2020,"Connecticut","Precipitation",80
"1368",2020,"Connecticut","Rain",4326
"1369",2020,"Connecticut","Snow",564
"1370",2020,"Connecticut","Storm",19
"1371",2020,"Delaware","Cold",11
"1372",2020,"Delaware","Fog",454
"1373",2020,"Delaware","Precipitation",60
"1374",2020,"Delaware","Rain",2128
"1375",2020,"Delaware","Snow",22
"1376",2020,"Delaware","Storm",12
"1377",2020,"Florida","Cold",1188
"1378",2020,"Florida","Fog",9394
"1379",2020,"Florida","Precipitation",3023
"1380",2020,"Florida","Rain",39851
"1381",2020,"Florida","Snow",15
"1382",2020,"Florida","Storm",130
"1383",2020,"Georgia","Cold",1223
"1384",2020,"Georgia","Fog",11629
"1385",2020,"Georgia","Precipitation",1035
"1386",2020,"Georgia","Rain",33072
"1387",2020,"Georgia","Snow",285
"1388",2020,"Georgia","Storm",8
"1389",2020,"Idaho","Cold",176
"1390",2020,"Idaho","Fog",4284
"1391",2020,"Idaho","Hail",1
"1392",2020,"Idaho","Precipitation",36
"1393",2020,"Idaho","Rain",4824
"1394",2020,"Idaho","Snow",5258
"1395",2020,"Idaho","Storm",72
"1396",2020,"Illinois","Cold",404
"1397",2020,"Illinois","Fog",8318
"1398",2020,"Illinois","Hail",1
"1399",2020,"Illinois","Precipitation",1157
"1400",2020,"Illinois","Rain",24159
"1401",2020,"Illinois","Snow",4457
"1402",2020,"Illinois","Storm",89
"1403",2020,"Indiana","Cold",1348
"1404",2020,"Indiana","Fog",4724
"1405",2020,"Indiana","Precipitation",427
"1406",2020,"Indiana","Rain",12613
"1407",2020,"Indiana","Snow",3081
"1408",2020,"Indiana","Storm",68
"1409",2020,"Iowa","Cold",450
"1410",2020,"Iowa","Fog",11225
"1411",2020,"Iowa","Hail",1
"1412",2020,"Iowa","Precipitation",516
"1413",2020,"Iowa","Rain",14968
"1414",2020,"Iowa","Snow",5388
"1415",2020,"Iowa","Storm",316
"1416",2020,"Kansas","Cold",200
"1417",2020,"Kansas","Fog",4142
"1418",2020,"Kansas","Hail",4
"1419",2020,"Kansas","Precipitation",694
"1420",2020,"Kansas","Rain",9150
"1421",2020,"Kansas","Snow",1818
"1422",2020,"Kansas","Storm",307
"1423",2020,"Kentucky","Cold",434
"1424",2020,"Kentucky","Fog",4117
"1425",2020,"Kentucky","Precipitation",619
"1426",2020,"Kentucky","Rain",15049
"1427",2020,"Kentucky","Snow",1072
"1428",2020,"Kentucky","Storm",14
"1429",2020,"Louisiana","Cold",615
"1430",2020,"Louisiana","Fog",8096
"1431",2020,"Louisiana","Hail",12
"1432",2020,"Louisiana","Precipitation",1545
"1433",2020,"Louisiana","Rain",20433
"1434",2020,"Louisiana","Snow",93
"1435",2020,"Louisiana","Storm",133
"1436",2020,"Maine","Cold",117
"1437",2020,"Maine","Fog",3491
"1438",2020,"Maine","Hail",1
"1439",2020,"Maine","Precipitation",149
"1440",2020,"Maine","Rain",5671
"1441",2020,"Maine","Snow",3103
"1442",2020,"Maine","Storm",12
"1443",2020,"Maryland","Cold",479
"1444",2020,"Maryland","Fog",2864
